geography,sex,age_group,disability_type,global_severity,labour_force_status,value
Manitoba,Females,35 to 44 years,Flexibility,Severe,Age standardized employment rate,57.3
Manitoba,Females,35 to 44 years,Flexibility,Very Severe,Total labour force,940.0
Manitoba,Females,35 to 44 years,Dexterity,Severe,Total labour force,360.0
Manitoba,Females,35 to 44 years,Pain,Mild,Total labour force,1480.0
Manitoba,Females,35 to 44 years,Pain,Mild,Participation rate,92.6
Manitoba,Females,35 to 44 years,Pain,Mild,Age standardized participation rate,92.9
Manitoba,Females,35 to 44 years,Pain,Mild,Employment Rate,92.6
Manitoba,Females,35 to 44 years,Pain,Mild,Age standardized employment rate,92.9
Manitoba,Females,35 to 44 years,Pain,Moderate,Total labour force,1390.0
Manitoba,Females,35 to 44 years,Pain,Moderate,Employed,860.0
Manitoba,Females,35 to 44 years,Pain,Moderate,Participation rate,67.7
Manitoba,Females,35 to 44 years,Pain,Moderate,Age standardized participation rate,67.6
Manitoba,Females,35 to 44 years,Pain,Moderate,Employment Rate,67.7
Manitoba,Females,35 to 44 years,Pain,Moderate,Age standardized employment rate,67.6
Manitoba,Females,35 to 44 years,Pain,Severe,Total labour force,1200.0
Manitoba,Females,35 to 44 years,Pain,Severe,Employed,580.0
Manitoba,Females,35 to 44 years,Pain,Severe,Not in labour force,490.0
Manitoba,Females,35 to 44 years,Pain,Severe,Participation rate,53.7
Manitoba,Females,35 to 44 years,Pain,Severe,Age standardized participation rate,54.0
Manitoba,Females,35 to 44 years,Pain,Severe,Employment Rate,53.7
Manitoba,Females,35 to 44 years,Pain,Severe,Age standardized employment rate,54.0
Manitoba,Females,35 to 44 years,Pain,Very Severe,Total labour force,1000.0
Manitoba,Females,45 to 54 years,All disability types,Mild,Total labour force,4180.0
Manitoba,Females,45 to 54 years,All disability types,Mild,Employed,3430.0
Manitoba,Females,45 to 54 years,All disability types,Mild,Participation rate,86.2
Manitoba,Females,45 to 54 years,All disability types,Mild,Age standardized participation rate,86.2
Manitoba,Females,45 to 54 years,All disability types,Mild,Employment Rate,86.2
Manitoba,Females,45 to 54 years,All disability types,Mild,Age standardized employment rate,86.2
Manitoba,Females,45 to 54 years,All disability types,Moderate,Total labour force,2700.0
Manitoba,Females,45 to 54 years,All disability types,Moderate,Employed,1090.0
Manitoba,Females,45 to 54 years,All disability types,Moderate,Participation rate,42.6
Manitoba,Females,45 to 54 years,All disability types,Moderate,Age standardized participation rate,42.6
Manitoba,Females,45 to 54 years,All disability types,Moderate,Employment Rate,40.4
Manitoba,Females,45 to 54 years,All disability types,Moderate,Age standardized employment rate,40.3
Manitoba,Females,45 to 54 years,All disability types,Severe,Total labour force,3550.0
Manitoba,Females,45 to 54 years,All disability types,Severe,Employed,2220.0
Manitoba,Females,45 to 54 years,All disability types,Severe,Participation rate,68.6
Manitoba,Females,45 to 54 years,All disability types,Severe,Age standardized participation rate,68.6
Manitoba,Females,45 to 54 years,All disability types,Severe,Employment Rate,64.5
Manitoba,Females,45 to 54 years,All disability types,Severe,Age standardized employment rate,64.5
Manitoba,Females,45 to 54 years,All disability types,Very Severe,Total labour force,3680.0
Manitoba,Females,45 to 54 years,All disability types,Very Severe,Not in labour force,2000.0
Manitoba,Females,45 to 54 years,All disability types,Very Severe,Participation rate,40.3
Manitoba,Females,45 to 54 years,All disability types,Very Severe,Age standardized participation rate,40.3
Manitoba,Females,45 to 54 years,Mobility,Moderate,Total labour force,1890.0
Manitoba,Females,45 to 54 years,Mobility,Severe,Total labour force,2800.0
Manitoba,Females,45 to 54 years,Mobility,Severe,Participation rate,67.5
Manitoba,Females,45 to 54 years,Mobility,Severe,Age standardized participation rate,67.5
Manitoba,Females,45 to 54 years,Mobility,Severe,Employment Rate,62.3
Manitoba,Females,45 to 54 years,Mobility,Severe,Age standardized employment rate,62.2
Manitoba,Females,45 to 54 years,Mobility,Very Severe,Total labour force,3380.0
Manitoba,Females,45 to 54 years,Mobility,Very Severe,Not in labour force,1940.0
Manitoba,Females,45 to 54 years,Mobility,Very Severe,Participation rate,39.2
Manitoba,Females,45 to 54 years,Mobility,Very Severe,Age standardized participation rate,39.2
Manitoba,Females,45 to 54 years,Flexibility,Moderate,Total labour force,1600.0
Manitoba,Females,45 to 54 years,Flexibility,Severe,Total labour force,2010.0
Manitoba,Females,45 to 54 years,Flexibility,Severe,Employed,1370.0
Manitoba,Females,45 to 54 years,Flexibility,Severe,Participation rate,73.5
Manitoba,Females,45 to 54 years,Flexibility,Severe,Age standardized participation rate,73.4
Manitoba,Females,45 to 54 years,Flexibility,Severe,Employment Rate,69.9
Manitoba,Females,45 to 54 years,Flexibility,Severe,Age standardized employment rate,70.2
Manitoba,Females,45 to 54 years,Flexibility,Very Severe,Total labour force,3670.0
Manitoba,Females,45 to 54 years,Flexibility,Very Severe,Not in labour force,1990.0
Manitoba,Females,45 to 54 years,Flexibility,Very Severe,Participation rate,40.4
Manitoba,Females,45 to 54 years,Flexibility,Very Severe,Age standardized participation rate,40.5
Manitoba,Females,45 to 54 years,Dexterity,Very Severe,Total labour force,1460.0
Manitoba,Females,45 to 54 years,Pain,Mild,Total labour force,2000.0
Manitoba,Females,45 to 54 years,Pain,Mild,Employed,1660.0
Manitoba,Females,45 to 54 years,Pain,Mild,Participation rate,87.8
Manitoba,Females,45 to 54 years,Pain,Mild,Age standardized participation rate,87.5
Manitoba,Females,45 to 54 years,Pain,Mild,Employment Rate,87.8
Manitoba,Females,45 to 54 years,Pain,Mild,Age standardized employment rate,87.5
Manitoba,Females,45 to 54 years,Pain,Moderate,Total labour force,2100.0
Manitoba,Females,45 to 54 years,Pain,Moderate,Employed,980.0
Manitoba,Females,45 to 54 years,Pain,Moderate,Participation rate,46.7
Manitoba,Females,45 to 54 years,Pain,Moderate,Age standardized participation rate,46.6
Manitoba,Females,45 to 54 years,Pain,Moderate,Employment Rate,46.7
Manitoba,Females,45 to 54 years,Pain,Moderate,Age standardized employment rate,46.6
Manitoba,Females,45 to 54 years,Pain,Severe,Total labour force,3090.0
Manitoba,Females,45 to 54 years,Pain,Severe,Employed,2220.0
Manitoba,Females,45 to 54 years,Pain,Severe,Participation rate,78.1
Manitoba,Females,45 to 54 years,Pain,Severe,Age standardized participation rate,78.0
Manitoba,Females,45 to 54 years,Pain,Severe,Employment Rate,73.5
Manitoba,Females,45 to 54 years,Pain,Severe,Age standardized employment rate,73.3
Manitoba,Females,45 to 54 years,Pain,Very Severe,Total labour force,3680.0
Manitoba,Females,45 to 54 years,Pain,Very Severe,Not in labour force,2000.0
Manitoba,Females,45 to 54 years,Pain,Very Severe,Participation rate,40.3
Manitoba,Females,45 to 54 years,Pain,Very Severe,Age standardized participation rate,40.3
Manitoba,Females,45 to 54 years,Mental and/or psychological,Very Severe,Total labour force,2730.0
Manitoba,Females,55 to 64 years,All disability types,Mild,Total labour force,3840.0
Manitoba,Females,55 to 64 years,All disability types,Mild,Employed,2160.0
Manitoba,Females,55 to 64 years,All disability types,Mild,Not in labour force,1580.0
Manitoba,Females,55 to 64 years,All disability types,Mild,Participation rate,58.3
Manitoba,Females,55 to 64 years,All disability types,Mild,Age standardized participation rate,58.4
Manitoba,Females,55 to 64 years,All disability types,Mild,Employment Rate,57.0
Manitoba,Females,55 to 64 years,All disability types,Mild,Age standardized employment rate,56.9
Manitoba,Females,55 to 64 years,All disability types,Moderate,Total labour force,3770.0
Manitoba,Females,55 to 64 years,All disability types,Moderate,Employed,2000.0
Manitoba,Females,55 to 64 years,All disability types,Moderate,Not in labour force,1170.0
Manitoba,Females,55 to 64 years,All disability types,Moderate,Participation rate,66.9
Manitoba,Females,55 to 64 years,All disability types,Moderate,Age standardized participation rate,67.1
Manitoba,Females,55 to 64 years,All disability types,Moderate,Employment Rate,56.0
Manitoba,Females,55 to 64 years,All disability types,Moderate,Age standardized employment rate,56.1
Manitoba,Females,55 to 64 years,All disability types,Severe,Total labour force,3790.0
Manitoba,Females,55 to 64 years,All disability types,Severe,Employed,980.0
Manitoba,Females,55 to 64 years,All disability types,Severe,Not in labour force,2300.0
Manitoba,Females,55 to 64 years,All disability types,Severe,Participation rate,34.8
Manitoba,Females,55 to 64 years,All disability types,Severe,Age standardized participation rate,34.8
Manitoba,Females,55 to 64 years,All disability types,Severe,Employment Rate,27.8
Manitoba,Females,55 to 64 years,All disability types,Severe,Age standardized employment rate,27.7
Manitoba,Females,55 to 64 years,All disability types,Very Severe,Total labour force,5750.0
Manitoba,Females,55 to 64 years,All disability types,Very Severe,Employed,1440.0
Manitoba,Females,55 to 64 years,All disability types,Very Severe,Not in labour force,3870.0
Manitoba,Females,55 to 64 years,All disability types,Very Severe,Participation rate,27.1
Manitoba,Females,55 to 64 years,All disability types,Very Severe,Age standardized participation rate,27.1
Manitoba,Females,55 to 64 years,All disability types,Very Severe,Employment Rate,27.1
Manitoba,Females,55 to 64 years,All disability types,Very Severe,Age standardized employment rate,27.1
Manitoba,Females,55 to 64 years,Seeing,Moderate,Total labour force,1210.0
Manitoba,Females,55 to 64 years,Seeing,Severe,Total labour force,1080.0
Manitoba,Females,55 to 64 years,Seeing,Very Severe,Total labour force,2040.0
Manitoba,Females,55 to 64 years,Seeing,Very Severe,Not in labour force,1400.0
Manitoba,Females,55 to 64 years,Hearing,Very Severe,Total labour force,1820.0
Manitoba,Females,55 to 64 years,Mobility,Moderate,Total labour force,1950.0
Manitoba,Females,55 to 64 years,Mobility,Moderate,Employed,1140.0
Manitoba,Females,55 to 64 years,Mobility,Moderate,Participation rate,63.3
Manitoba,Females,55 to 64 years,Mobility,Moderate,Age standardized participation rate,63.4
Manitoba,Females,55 to 64 years,Mobility,Moderate,Employment Rate,63.3
Manitoba,Females,55 to 64 years,Mobility,Moderate,Age standardized employment rate,63.4
Manitoba,Females,55 to 64 years,Mobility,Severe,Total labour force,2770.0
Manitoba,Females,55 to 64 years,Mobility,Severe,Not in labour force,1740.0
Manitoba,Females,55 to 64 years,Mobility,Severe,Participation rate,33.8
Manitoba,Females,55 to 64 years,Mobility,Severe,Age standardized participation rate,33.9
Manitoba,Females,55 to 64 years,Mobility,Very Severe,Total labour force,5750.0
Manitoba,Females,55 to 64 years,Mobility,Very Severe,Employed,1440.0
Manitoba,Females,55 to 64 years,Mobility,Very Severe,Not in labour force,3870.0
Manitoba,Females,55 to 64 years,Mobility,Very Severe,Participation rate,27.1
Manitoba,Females,55 to 64 years,Mobility,Very Severe,Age standardized participation rate,27.1
Manitoba,Females,55 to 64 years,Mobility,Very Severe,Employment Rate,27.1
Manitoba,Females,55 to 64 years,Mobility,Very Severe,Age standardized employment rate,27.1
Manitoba,Females,55 to 64 years,Flexibility,Moderate,Total labour force,2380.0
Manitoba,Females,55 to 64 years,Flexibility,Moderate,Employed,1200.0
Manitoba,Females,55 to 64 years,Flexibility,Moderate,Participation rate,70.2
Manitoba,Females,55 to 64 years,Flexibility,Moderate,Age standardized participation rate,70.2
Manitoba,Females,55 to 64 years,Flexibility,Moderate,Employment Rate,55.0
Manitoba,Females,55 to 64 years,Flexibility,Moderate,Age standardized employment rate,55.1
Manitoba,Females,55 to 64 years,Flexibility,Severe,Total labour force,2720.0
Manitoba,Females,55 to 64 years,Flexibility,Severe,Not in labour force,1590.0
Manitoba,Females,55 to 64 years,Flexibility,Severe,Participation rate,38.1
Manitoba,Females,55 to 64 years,Flexibility,Severe,Age standardized participation rate,38.3
Manitoba,Females,55 to 64 years,Flexibility,Severe,Employment Rate,30.7
Manitoba,Females,55 to 64 years,Flexibility,Severe,Age standardized employment rate,30.5
Manitoba,Females,55 to 64 years,Flexibility,Very Severe,Total labour force,5520.0
Manitoba,Females,55 to 64 years,Flexibility,Very Severe,Employed,1440.0
Manitoba,Females,55 to 64 years,Flexibility,Very Severe,Not in labour force,3700.0
Manitoba,Females,55 to 64 years,Flexibility,Very Severe,Participation rate,28.0
Manitoba,Females,55 to 64 years,Flexibility,Very Severe,Age standardized participation rate,28.0
Manitoba,Females,55 to 64 years,Flexibility,Very Severe,Employment Rate,28.0
Manitoba,Females,55 to 64 years,Flexibility,Very Severe,Age standardized employment rate,28.0
Manitoba,Females,55 to 64 years,Dexterity,Severe,Total labour force,1260.0
Manitoba,Females,55 to 64 years,Dexterity,Very Severe,Total labour force,4040.0
Manitoba,Females,55 to 64 years,Dexterity,Very Severe,Not in labour force,2540.0
Manitoba,Females,55 to 64 years,Pain,Mild,Total labour force,2350.0
Manitoba,Females,55 to 64 years,Pain,Mild,Employed,1510.0
Manitoba,Females,55 to 64 years,Pain,Mild,Participation rate,65.7
Manitoba,Females,55 to 64 years,Pain,Mild,Age standardized participation rate,65.7
Manitoba,Females,55 to 64 years,Pain,Mild,Employment Rate,65.7
Manitoba,Females,55 to 64 years,Pain,Mild,Age standardized employment rate,65.7
Manitoba,Females,55 to 64 years,Pain,Moderate,Total labour force,3170.0
Manitoba,Females,55 to 64 years,Pain,Moderate,Employed,1790.0
Manitoba,Females,55 to 64 years,Pain,Moderate,Not in labour force,790.0
Manitoba,Females,55 to 64 years,Pain,Moderate,Participation rate,73.4
Manitoba,Females,55 to 64 years,Pain,Moderate,Age standardized participation rate,73.4
Manitoba,Females,55 to 64 years,Pain,Moderate,Employment Rate,60.3
Manitoba,Females,55 to 64 years,Pain,Moderate,Age standardized employment rate,60.2
Manitoba,Females,55 to 64 years,Pain,Severe,Total labour force,2930.0
Manitoba,Females,55 to 64 years,Pain,Severe,Employed,980.0
Manitoba,Females,55 to 64 years,Pain,Severe,Not in labour force,1650.0
Manitoba,Females,55 to 64 years,Pain,Severe,Participation rate,42.9
Manitoba,Females,55 to 64 years,Pain,Severe,Age standardized participation rate,42.7
Manitoba,Females,55 to 64 years,Pain,Severe,Employment Rate,34.1
Manitoba,Females,55 to 64 years,Pain,Severe,Age standardized employment rate,34.0
Manitoba,Females,55 to 64 years,Pain,Very Severe,Total labour force,5560.0
Manitoba,Females,55 to 64 years,Pain,Very Severe,Employed,1370.0
Manitoba,Females,55 to 64 years,Pain,Very Severe,Not in labour force,3750.0
Manitoba,Females,55 to 64 years,Pain,Very Severe,Participation rate,26.8
Manitoba,Females,55 to 64 years,Pain,Very Severe,Age standardized participation rate,26.8
Manitoba,Females,55 to 64 years,Pain,Very Severe,Employment Rate,26.8
Manitoba,Females,55 to 64 years,Pain,Very Severe,Age standardized employment rate,26.8
Manitoba,Females,55 to 64 years,Learning,Very Severe,Total labour force,1180.0
Manitoba,Females,55 to 64 years,Memory,Very Severe,Total labour force,1860.0
Manitoba,Females,55 to 64 years,Memory,Very Severe,Not in labour force,1340.0
Manitoba,Females,55 to 64 years,Mental and/or psychological,Very Severe,Total labour force,2660.0
Manitoba,Females,55 to 64 years,Mental and/or psychological,Very Severe,Not in labour force,2090.0
Saskatchewan,Males,15 to 24 years,All disability types,Mild,Total labour force,1370.0
Saskatchewan,Males,15 to 24 years,All disability types,Mild,Employed,620.0
